fold_id,input_feature_count,pca_component_count,explained_variance_ratio,explained_variance_ratio_sum,cumulative_explained_variance,component_mean,component_std
10,406,32,"[0.9868534133411556, 0.0122924236671627, 0.0003927278189627314, 0.0003009960034512686, 6.695248242620271e-05, 5.49306961381212e-05, 7.668842521481665e-06, 5.691853738955588e-06, 4.9762704033001245e-06, 4.694758259915264e-06, 3.987285414687681e-06, 3.514187290243827e-06, 2.7031051998313174e-06, 1.4951837640176211e-06, 1.0939359153281399e-06, 3.785480455074009e-07, 3.5629235363453216e-07, 2.9188419352375727e-07, 2.802828071203112e-07, 2.1270215481976166e-07, 1.8020793023071675e-07, 1.081545198858039e-07, 1.0235267397381003e-07, 8.505447076554786e-08, 7.67555346695161e-08, 5.4924703317594314e-08, 5.059904723233177e-08, 4.509731050002494e-08, 3.6856178586122136e-08, 3.239790716742615e-08, 3.126420239014878e-08, 2.8336857308694175e-08]",0.999999621142695,0.999999621142695,"[-362.9789977638947, -11.066659622891006, -2.5589639950999334, -1.9570103847763556, -0.17652842611963357, 2.767916662654929, 1.0407991137054853, 0.38942827043413386, 0.3829151231982408, 0.5805839953426931, -0.7591786032412938, -0.11600732204513411, -1.8196538848045762, -0.22790424843063462, -0.22343806993181622, -0.21469186325207773, 0.25331202582638546, -0.058249836869204985, -0.04667921072425227, 0.041404193625652605, 0.0387186819502953, -0.26673353842921277, 0.016648456841306402, -0.1112168176913358, 0.2124875401092733, -0.015251265991531352, -0.1539696384271921, 0.17884699060768702, -0.024225057561444965, -0.03599239133876403, 0.39048331484779203, -0.03648181718112906]","[14655.233077815472, 1633.5416385630153, 292.0051447764836, 255.6364096843323, 120.54875218772429, 109.96951931381297, 41.366784850561295, 35.493603193491936, 33.607683656930476, 32.068415071659025, 29.760658731532256, 27.79784161971401, 24.53014184838453, 18.043489904517543, 15.424761233633621, 9.234740983439464, 10.422194728147826, 8.08126451927983, 7.862905221183292, 6.893916398676308, 6.286598996567682, 5.022905071976656, 5.067909696381612, 4.360018377942366, 4.263385487016194, 3.579178380720625, 3.484655018096312, 3.336500011364568, 3.269156584595772, 2.7442032485907015, 3.023187410818674, 3.4166793638999495]"
11,406,32,"[0.9868532490813875, 0.012292656318875095, 0.00039273508111655755, 0.0003010015582001647, 6.695372679790382e-05, 5.493091842259498e-05, 7.668175784074073e-06, 5.691965429894875e-06, 4.976395179455264e-06, 4.6944204730223044e-06, 3.984483442259188e-06, 3.512622438121325e-06, 2.6341520158716217e-06, 1.4928851869373616e-06, 1.090237708190756e-06, 3.783180833034684e-07, 3.562520118393681e-07, 2.916702781892373e-07, 2.802008809077879e-07, 2.1268014062897072e-07, 1.80172146894836e-07, 1.0788273131405172e-07, 1.0219181716604583e-07, 8.484705694061117e-08, 7.655195173224376e-08, 5.488679997511842e-08, 5.0597502487238896e-08, 4.508424436356728e-08, 3.683722258232693e-08, 3.238390953915684e-08, 3.1294365018284685e-08, 2.80427541590268e-08]",0.9999996219163547,0.9999996219163547,"[-363.27236680723837, -11.077081881373095, -2.560894701349468, -1.958109908993735, -0.17336096119766678, 2.76841430431266, 1.0423328849074927, 0.3897893677419536, 0.38235037945595646, 0.5888627518531488, -0.7863727587891669, -0.14704465327058375, -1.770710758796222, -0.2147074295010374, -0.21610383052140433, -0.21542028021613432, 0.2564444246042896, -0.06006534214512851, -0.046006116238343324, 0.04245221548915753, 0.03788110199917891, -0.2666895819621612, 0.01194552414696671, -0.11565377766926545, 0.21018134655404458, -0.015446157426264574, -0.1529437086483329, 0.17710231485180664, -0.02470562442839779, -0.03999550205847472, 0.3932485018952725, -0.008447070505661297]","[14666.38534567615, 1634.7986696939502, 292.22978553244815, 255.8330428084941, 120.64145402734094, 110.05324260370635, 41.39671426878894, 35.520889654129476, 33.633578021274346, 32.092448841360984, 29.7771647317686, 27.812070003665, 24.22485032916313, 18.042643728892806, 15.409904481243094, 9.237367792046188, 10.430931019925449, 8.083073821242216, 7.868450939523043, 6.89893340425464, 6.290726554997603, 5.011442838227066, 5.075908709425987, 4.356804487600848, 4.26238050634739, 3.5808402296917743, 3.48682444977052, 3.3388439947034936, 3.271956959803462, 2.7439150241181576, 3.0185712366598496, 3.463183166739776]"
12,406,32,"[0.986852331490661, 0.01229369351693706, 0.0003927668680878266, 0.00030102607620590387, 6.695943401492618e-05, 5.4930961583161496e-05, 7.666626594330794e-06, 5.692465215972782e-06, 4.976766525466821e-06, 4.693675609195333e-06, 3.978533951689814e-06, 3.5100361876123493e-06, 2.4838275981734234e-06, 1.4868170639909145e-06, 1.079927534478654e-06, 3.7830552555435926e-07, 3.560860338038427e-07, 2.9167428536810024e-07, 2.8019593579352366e-07, 2.125535296142182e-07, 1.8016287359228928e-07, 1.0771218131340426e-07, 1.0201058963052346e-07, 8.459110545458546e-08, 7.604934276405248e-08, 5.4679038491527934e-08, 5.055878024844414e-08, 4.5002788343354025e-08, 3.661305115380027e-08, 3.2334088119516605e-08, 3.121438831816006e-08, 2.7569507609422464e-08]",0.9999996243368158,0.9999996243368158,"[-365.4139418333427, -11.145786519409725, -2.576233219638226, -1.9689564478193171, -0.16659126355786477, 2.784553756702553, 1.0565200089301556, 0.38770664257136705, 0.3868604459029623, 0.6144428669290797, -0.8431076185257006, -0.20163815565244522, -1.6702396074444625, -0.18208033820920722, -0.19954324278210392, -0.21774455200505502, 0.26482083967918135, -0.06113565472969124, -0.04784644949716539, 0.044265843322147454, 0.036193493764282915, -0.2673868754982495, 0.004910286118995776, -0.12156390859790064, 0.20264468978060537, -0.01337494283956559, -0.1555080907081462, 0.18073492607668143, -0.030888282301995446, -0.049923168463289716, 0.39137173724515256, 0.037993601336609534]","[14711.243512003564, 1639.8563253116295, 293.13347777428123, 256.6241441700198, 121.01458721420722, 110.38998777255254, 41.52082615509528, 35.63055125986824, 33.73714679717223, 32.189116271834244, 29.85471828517994, 27.885334115311938, 23.577648346328843, 18.05937431660296, 15.382579932492476, 9.263244614824334, 10.45978448860398, 8.10802528267225, 7.891926226517443, 6.917756195337054, 6.309446509933827, 5.0047038395691805, 5.098209689102295, 4.3622653183345586, 4.26021774088413, 3.581008030028014, 3.4986383178019267, 3.348770130740898, 3.2750795389473484, 2.7483967538469996, 3.010657406395013, 3.5332104799206276]"
13,406,32,"[0.9868525389582543, 0.012293527680855862, 0.00039276183722862447, 0.0003010222945268426, 6.695840582526946e-05, 5.4931020165258935e-05, 7.666583046724229e-06, 5.692381316282524e-06, 4.976747586274168e-06, 4.6934036529449524e-06, 3.9776791081161715e-06, 3.509563839233332e-06, 2.4569862080690322e-06, 1.4855312752676326e-06, 1.0777433669869016e-06, 3.783097463898373e-07, 3.5609367647918803e-07, 2.9168505682324143e-07, 2.802018681590078e-07, 2.1254447816776704e-07, 1.8016448955972297e-07, 1.0771675171445613e-07, 1.0202412622974625e-07, 8.454191560769804e-08, 7.598767589678869e-08, 5.476821204560343e-08, 5.060156259208594e-08, 4.504159838598908e-08, 3.6634534157346025e-08, 3.235390796861979e-08, 3.1284615922005036e-08, 2.7497781127060582e-08]",0.9999996242682533,0.9999996242682533,"[-365.42316260113336, -11.146963635804719, -2.5763822010047783, -1.969416805636592, -0.16600754638403947, 2.7853933055070783, 1.0582595272565831, 0.3885389640522188, 0.3851718872397679, 0.6139970174096963, -0.8517120968198967, -0.2112404214212588, -1.6509879866360904, -0.1748419097055578, -0.1953383050539591, -0.2178600254308643, 0.26288919965538465, -0.06061599752264156, -0.04770868365717644, 0.04546585965801948, 0.036447464220047986, -0.26720411500225083, 0.00483779731964473, -0.12473014504731651, 0.2026180712529514, -0.014167901207033136, -0.1544238859513195, 0.17628681687459558, -0.024354819839372346, -0.04976878818970847, 0.39573952516738126, 0.04762956003403262]","[14702.803724763353, 1638.9043381816412, 292.9634032177077, 256.475298127261, 120.94422131432732, 110.32679262544836, 41.4970709863487, 35.609897256910656, 33.717792488360075, 32.17043245796341, 29.835740633157602, 27.867498047987432, 23.433225356360524, 18.04091573305044, 15.357973666713995, 9.258926100517382, 10.453435186004445, 8.103454631168209, 7.88758312907388, 6.913908808064955, 6.305957221906699, 5.004048661841886, 5.0962259997518125, 4.359651237759189, 4.256911968777678, 3.585274498470321, 3.496342436340826, 3.3462894454021757, 3.2722773913057477, 2.7464209622301916, 3.0128888165645016, 3.5426362774503657]"
14,406,32,"[0.9868519252742175, 0.012294248464825313, 0.0003927839410059619, 0.0003010393794035305, 6.696234930671887e-05, 5.493093987293143e-05, 7.665440193763358e-06, 5.692727898556962e-06, 4.977024414610259e-06, 4.692910734716276e-06, 3.973997182070349e-06, 3.508129986034892e-06, 2.335250284234802e-06, 1.4788302988455135e-06, 1.0666744890434462e-06, 3.7830458723218397e-07, 3.5603209676754994e-07, 2.916847247831134e-07, 2.802065021759575e-07, 2.124976855602033e-07, 1.801547977339253e-07, 1.0760404178203019e-07, 1.0180434989778742e-07, 8.427422530863951e-08, 7.543499827531208e-08, 5.4577954546752084e-08, 5.05618461375167e-08, 4.496209935148697e-08, 3.652742084908903e-08, 3.232775809166618e-08, 3.117546145350851e-08, 2.7160863490481416e-08]",0.9999996266255273,0.9999996266255273,"[-366.32301789826863, -11.176160261521169, -2.5831970269576625, -1.9729124633370494, -0.1593145419495031, 2.7939614853335932, 1.068564954034441, 0.38675769625636025, 0.38758017171114284, 0.6345097260042339, -0.8874908356241732, -0.24170424349814065, -1.569236407755831, -0.13906700081093562, -0.1769748715437598, -0.2213194365530487, 0.27101942189971395, -0.06218009756513483, -0.04871093214843823, 0.046510652463090524, 0.03406956558027591, -0.2662651763640168, 0.0032857605419876704, -0.1303287815460421, 0.19214274140430063, -0.013461139599118068, -0.15764862459529166, 0.17878039226742215, -0.03154266812668099, -0.06329767825921834, 0.392503232588546, 0.08870298970693369]","[14736.661136734665, 1642.7218047048236, 293.6455100047682, 257.0724118677542, 121.225845999278, 110.5809510681237, 41.5907144860094, 35.69268388630542, 33.796094765435036, 32.24333400778602, 29.89612447555671, 27.925214763246498, 22.884800495699597, 18.040264724123933, 15.313027942033255, 9.278620097355018, 10.47554278381333, 8.121888519483077, 7.905447569904194, 6.9285700953635985, 6.31983972272999, 5.001130987273035, 5.107962544284033, 4.361388621773969, 4.249511358149235, 3.584320068838022, 3.5042309549946653, 3.3536052823362112, 3.2781341314689145, 2.751842907501813, 3.002406086964371, 3.586269607692997]"
15,406,32,"[0.9868509388303157, 0.012295386609433965, 0.000392818857795664, 0.0003010664002409884, 6.696857343963516e-05, 5.4930783550860524e-05, 7.663775363937456e-06, 5.693266602344764e-06, 4.977496021414918e-06, 4.692304223385197e-06, 3.9698258484382526e-06, 3.5063517315577034e-06, 2.164456976864967e-06, 1.466311593247179e-06, 1.0450731354346558e-06, 3.782312135894056e-07, 3.5573341773248935e-07, 2.9165234200079014e-07, 2.800761744843831e-07, 2.1227706629648699e-07, 1.80127640324551e-07, 1.0741162267818212e-07, 1.0143432147170527e-07, 8.392720127720079e-08, 7.462563486586294e-08, 5.4431232971717435e-08, 5.0554742196290094e-08, 4.492576111313483e-08, 3.628557740155679e-08, 3.2281743884452327e-08, 3.119697110180041e-08, 2.6686929527425522e-08]",0.9999996307758664,0.9999996307758664,"[-368.82006738444386, -11.256644692626825, -2.6007524723841353, -1.9853911798220731, -0.15153492771655527, 2.810246124592119, 1.0810514125444606, 0.3878059811093587, 0.3900752536114541, 0.6564283178742398, -0.9333755156064926, -0.28026490122275666, -1.4610222537563147, -0.07342744705214815, -0.143108509819766, -0.22338281289592732, 0.27922050579871194, -0.06181075784061238, -0.050335551666752, 0.048968685194082956, 0.03300454897090222, -0.2679178856517693, -0.0062240686395193525, -0.1397687167831433, 0.18121739929818254, -0.006897223527017527, -0.15690415551002476, 0.17897199922068102, -0.04247760883339341, -0.07100810954745614, 0.3958168891398135, 0.12731008468810184]","[14785.02807828061, 1648.1759149097927, 294.6200344852328, 257.92555715061184, 121.62819065862587, 110.94353305401009, 41.72397423250623, 35.81110223824505, 33.90816388467387, 32.348191076175496, 29.985356585713593, 28.00904196439625, 22.088042961898868, 18.02089499083053, 15.205211835735135, 9.305747980722243, 10.505494396246661, 8.14759099465442, 7.929274231711543, 6.948337972489357, 6.339775643376509, 4.998543310825349, 5.1262583343812205, 4.367937719083388, 4.237770707697645, 3.58814184356749, 3.5148198314922396, 3.3636108552218134, 3.2833044911385008, 2.758442901598997, 3.002035435487778, 3.6099766120833308]"
16,406,32,"[0.986846086746193, 0.012300249775916686, 0.000392968717828039, 0.00030118081139979947, 6.699614344790279e-05, 5.493624734775782e-05, 7.655355571444137e-06, 5.695544692803582e-06, 4.977878272916891e-06, 4.691096460802856e-06, 3.9635489934632554e-06, 3.5041753800651316e-06, 1.9823354487361037e-06, 1.4449027370748525e-06, 1.0068963000016216e-06, 3.728439146228962e-07, 3.5153272679992914e-07, 2.862526879853207e-07, 2.758519529876039e-07, 2.1016047519717588e-07, 1.792427721244554e-07, 1.0400339101146267e-07, 9.755671718606935e-08, 8.098702043242427e-08, 7.263697160966111e-08, 5.315465018110406e-08, 5.025038205367197e-08, 4.4423169616620184e-08, 3.594545511659193e-08, 3.1654622214873975e-08, 3.009055318474875e-08, 2.5938849604962637e-08]",0.9999996427023026,0.9999996427023026,"[-399.3681185566107, -12.223241361911704, -2.806096396614555, -2.162172840449589, -0.17863992887844513, 2.968321660726396, 1.1156041313777516, 0.38481282037380315, 0.43425096988694384, 0.6436019699543819, -0.9929123250910146, -0.3362927239165069, -1.4126678208114667, 0.03626349014661545, -0.10979387234693509, -0.15554829393236383, 0.30439047129999325, -0.06980972247150095, -0.08467382871907807, 0.06543297665122773, 0.04833193768823067, -0.3221665234602293, -0.14819823442750515, -0.09499503229987895, 0.19613929848269293, -0.030949009770657742, -0.15982540275618823, 0.19162629574596188, -0.054287476359310374, -0.11721785696737182, 0.33014786585297573, 0.14124300509003676]","[14900.727131879663, 1661.2268676453718, 296.95204812353234, 259.9668818132684, 122.5913684429136, 111.81319196363677, 42.04332548967712, 36.09436359363555, 34.17245246900771, 32.596233623360824, 30.21055612463681, 28.218410752848133, 21.29175077659655, 18.02608211258363, 15.038520529679039, 9.301486498676194, 10.584604823047044, 8.135086795720087, 8.014781611228127, 6.980978815943923, 6.383311076549935, 4.96262169939195, 5.126342069066221, 4.368315664966994, 4.23800734429961, 3.601591098072031, 3.5383497291140573, 3.3915082303528137, 3.306687380956902, 2.786371742123572, 3.0198659773498897, 3.537262198628175]"
17,406,32,"[0.986853071232771, 0.012292956921039077, 0.0003927459731988585, 0.00030100880326371077, 6.695517853309614e-05, 5.493828048179581e-05, 7.66575411130218e-06, 5.692060762706716e-06, 4.976168240525279e-06, 4.692899496653447e-06, 3.976943081401481e-06, 3.5093601282204543e-06, 2.528701432545335e-06, 1.4877889307608565e-06, 1.0829239107668458e-06, 3.7559136922240066e-07, 3.5735124656269465e-07, 2.88870181350722e-07, 2.783585797426048e-07, 2.116333539009711e-07, 1.7979867659844834e-07, 1.0607114905692626e-07, 1.0089176733118094e-07, 8.430531487345351e-08, 7.495929332690377e-08, 5.413265285628079e-08, 5.051930267170369e-08, 4.4969641575472986e-08, 3.709598683233804e-08, 3.2081150883561166e-08, 3.1007105273559314e-08, 2.7986822690488908e-08]",0.9999996246129773,0.9999996246129773,"[-364.50768452640176, -11.121012137024604, -2.5673136208367975, -1.968342561089056, -0.1735667328736152, 2.7604505939174735, 1.0354255067368303, 0.38972485215120706, 0.38750131716672004, 0.5862175671664392, -0.8290010840993958, -0.19955881122249197, -1.69042770168084, -0.18970820239044797, -0.2042441030301338, -0.20263091109281164, 0.24410246010127337, -0.06498707129196234, -0.03222202398685575, 0.04634040273767489, 0.03910171731766097, -0.27777262923307455, -0.026306747572517965, -0.10464707682844576, 0.21017769240082465, -0.02283704799258047, -0.15475329732425713, 0.1828183305964223, -0.005091573651930896, -0.12582095570806462, 0.36047058688950484, 0.0821322247854835]","[14677.565770515303, 1636.0581121581615, 292.45534263094754, 256.0302047436029, 120.73416860332574, 110.14253668806548, 41.421275048658174, 35.548087999071214, 33.65757331509616, 32.11187625908894, 29.779972198596838, 27.818542360233142, 23.737639543044697, 18.024265751615744, 15.369050172490573, 9.216022744667946, 10.451737382511444, 8.032687978819027, 7.865027719484577, 6.884327688620349, 6.2896735119685845, 4.9431252538463495, 5.080690109849859, 4.342133203438818, 4.234442734949502, 3.5613533927283343, 3.4902436296174235, 3.342029228572078, 3.276522052039568, 2.755530050920341, 2.9679664678261335, 3.61413066708384]"
18,406,32,"[0.9868533719388957, 0.01229256491868985, 0.0003927338631275909, 0.00030099941770287206, 6.695310679728279e-05, 5.493800190837142e-05, 7.666409572745205e-06, 5.6918849407253445e-06, 4.976001840922437e-06, 4.693473069885386e-06, 3.980655109784692e-06, 3.51086628250214e-06, 2.624447256643543e-06, 1.4916756208580748e-06, 1.089413074640652e-06, 3.756076679870271e-07, 3.574941716965953e-07, 2.888681529657825e-07, 2.784063251525722e-07, 2.1177212751472486e-07, 1.7981092608658005e-07, 1.0613419566177297e-07, 1.0106425644907163e-07, 8.4469487790937e-08, 7.532187120023777e-08, 5.422149252537343e-08, 5.050243731555089e-08, 4.4985103086081945e-08, 3.71436785266884e-08, 3.208596414204318e-08, 3.096634038365315e-08, 2.8162985933424637e-08]",0.9999996230910747,0.9999996230910747,"[-363.59061662238423, -11.090486765171091, -2.560881090894402, -1.9637397198389241, -0.1775182039784437, 2.7546152046904226, 1.0295044823816353, 0.38973052556606524, 0.386695760078906, 0.5744808017961865, -0.7936340537023668, -0.16595985991130877, -1.7557241096500578, -0.21070009924410096, -0.21556790302687118, -0.20205609380441986, 0.2412697809451389, -0.06494472568470006, -0.031514120593310095, 0.04492765926793689, 0.03949945271337859, -0.2781098604450073, -0.023206349791302507, -0.09872663268612732, 0.2130321125878056, -0.02312227650338693, -0.15637106653727792, 0.1841905157676038, -0.006436604439291779, -0.11851363206999914, 0.3589020367642839, 0.05324406913917214]","[14660.80928349328, 1634.1692655493252, 292.11781811709153, 255.7347153789045, 120.59490950617622, 110.01660157443268, 41.37506911674287, 35.50715236433274, 33.61881483300773, 32.0761148729751, 29.754425723484093, 27.793449436816996, 24.166903292782877, 18.02822625566994, 15.398250862903296, 9.206982925332468, 10.441026349265103, 8.023462353625145, 7.856939280485441, 6.878425368259538, 6.282790490473205, 4.945717343384733, 5.074963356444394, 4.341634351534295, 4.238544487157182, 3.5596498578181617, 3.486127408898292, 3.33814210075934, 3.276066069265949, 2.7497198050507676, 2.975618292767295, 3.579252105090466]"
19,406,32,"[0.49257874265256557, 0.42912475241957376, 0.04451927952608243, 0.006665899260543398, 0.006168027845683571, 0.004592046511295946, 0.004321364500333816, 0.0035514656717824267, 0.0022255337277061835, 0.0014416570193783252, 0.0011376949082664118, 0.0007849600191770086, 0.0004505360873005563, 0.0003382435498886625, 0.00027455865276453545, 0.00024812681344651765, 0.00021775809854389497, 0.00014918348934987366, 0.00013027439740757405, 0.00011782789188773518, 0.00011025948405669329, 8.371047470222769e-05, 6.255184277507598e-05, 6.212484736732886e-05, 5.208097054063558e-05, 4.613115245443128e-05, 4.0920468789475285e-05, 3.959038725688291e-05, 3.423513069361247e-05, 3.2427503646473146e-05, 2.7975818817510485e-05, 2.260229860018383e-05]",0.9996525434226788,0.9996525434226788,"[-2.3922854485433582, -2.0832407727540585, 1.9593985167561088, 0.0819269810248999, -0.23242159349138844, 0.2813618937189212, -1.1323427113885083, 1.76138533190687, -0.29496872128614765, -0.37652156591739694, 0.3137364447063145, -0.12932637534311267, 0.252229947929416, -0.015192630891478853, -0.1572726239507947, -0.05781415993825104, 0.06277573894604267, 0.08566119718514677, 0.08137178349922229, 0.27064731677226084, -0.23846529251756604, -0.06904972925542303, -0.11543528793618643, -0.10647240591124617, 0.16575094760483997, -0.002556159754919054, -0.08949826278579433, 0.40952565088539733, -0.014480961228173038, 0.2880974596114071, -0.11254631684406018, -0.0926975270359777]","[291.87867309821127, 272.45411608485557, 88.7944107357481, 34.085713697043815, 32.73805756726459, 28.910277215446513, 27.463399827272514, 25.129907884710203, 19.647781947271575, 15.897098485502184, 15.98617967224139, 12.675481898710705, 10.524828513081099, 7.818431036542432, 6.967214102169344, 6.650465987824693, 6.200910614357192, 5.218281995181999, 5.036953924831722, 4.8263603104229755, 4.514825394093568, 3.90500619974075, 3.4012246652737557, 3.5664374099543568, 3.232248805655484, 3.276543784587196, 3.0112890318642087, 2.9980939647926372, 2.542516660641011, 3.368588146829401, 2.29310036983957, 2.1850503934109473]"
20,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
21,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
22,406,32,"[0.49251561229887597, 0.4290700647647255, 0.04453253228884102, 0.006670655707314066, 0.006167214292008181, 0.004591695714709573, 0.004340831440984548, 0.0036120870611115992, 0.002227078772435012, 0.001441473350985504, 0.0011375829415723989, 0.0007849001532250372, 0.00045073533736459493, 0.00034107888141940884, 0.00027774152604877666, 0.00025040304888432476, 0.00021975937884075424, 0.00015002422974579047, 0.00013030887020920392, 0.00011831095663661725, 0.0001148191920040283, 8.590126076164348e-05, 6.290504692481823e-05, 6.22596939741628e-05, 5.214144462706208e-05, 4.628936365200573e-05, 4.09164383014207e-05, 3.957692517315726e-05, 3.442636333732643e-05, 3.241885244581974e-05, 2.8000854670936003e-05, 2.260626348094518e-05]",0.9996523527152912,0.9996523527152912,"[-2.3975549311577735, -2.087959059772859, 1.9736316420405293, 0.0912039787794678, -0.23580370548245422, 0.2824972527524776, -1.0426801002151653, 1.8277734628532079, -0.28675862671968194, -0.3771427305176099, 0.3127655874230408, -0.12801325709564887, 0.2526074857723312, -0.0244851547328276, 0.153182521972802, -0.0725801170437312, 0.05896610100679384, 0.07076355730358733, 0.06796811901461179, 0.33113766035374737, -0.1462149524393594, -0.10175941952268006, -0.04914259011685509, -0.15003747646163743, 0.16639271204030762, 0.0010059414281498326, -0.09081251243378495, 0.41030981049254667, -0.016499504683034093, 0.28729699849791795, -0.11133982195601173, -0.093582831389228]","[291.8225599261965, 272.40183143741626, 88.79708551368539, 34.09300904097391, 32.73215830114981, 28.905179611150572, 27.507438545130242, 25.35280574642744, 19.65154049691049, 15.894109596903476, 15.983608222639688, 12.673740636799005, 10.522142675266519, 7.844665724159784, 7.023525619538373, 6.671905980690695, 6.217296422070334, 5.235217331683716, 5.045555653996823, 4.857908991420767, 4.56094880428081, 3.9701603370887977, 3.4185648375476183, 3.56358286627424, 3.231325647184208, 3.2861332876114355, 3.0108623315759893, 2.9983877037028503, 2.5483351620049706, 3.36818623459051, 2.2926144827555315, 2.1853667373070795]"
