fold_id,training_started,training_completed,epochs_requested,epochs_completed,early_stopping_triggered,training_exception,checkpoint_created,best_checkpoint_available,best_epoch,final_epoch
0,True,True,1,1,False,ValueError: zero-size array to reduction operation minimum which has no identity,True,True,1,1
