target,fold_id,feature,coefficient,absolute_coefficient
detection,0,fwd_seg_size_min_max,-0.1324305794486352,0.1324305794486352
detection,0,byte_count_fwd_min,0.1310233603565326,0.1310233603565326
detection,0,syn_flag_cnt_mean,-0.1303066453336028,0.1303066453336028
detection,0,fwd_psh_flags_mean,-0.1303066453336028,0.1303066453336028
detection,0,packets_per_sec_min,-0.1268736542928951,0.1268736542928951
detection,0,syn_flag_cnt_std,-0.1264738619837772,0.1264738619837772
detection,0,fwd_psh_flags_std,-0.1264738619837772,0.1264738619837772
detection,0,window_size_fwd_mean,0.1255940147746179,0.1255940147746179
detection,0,rst_flag_cnt_mean,-0.1249778245175656,0.1249778245175656
detection,0,packet_count_fwd_std,-0.1237433521807434,0.1237433521807434
detection,0,psh_flag_cnt_sum,0.1231814267890583,0.1231814267890583
detection,0,pkt_len_std_max,0.1212707899024135,0.1212707899024135
detection,0,flow_iat_min_std,-0.1207384140368084,0.1207384140368084
detection,0,fwd_iat_min_mean,0.1199866447715906,0.1199866447715906
detection,0,idle_max_max,-0.1143425028105758,0.1143425028105758
detection,0,pkt_size_avg_max,0.1117650258756077,0.1117650258756077
detection,0,fwd_act_data_pkts_min,0.107071382576098,0.107071382576098
detection,0,fwd_psh_flags_sum,-0.1053466934551016,0.1053466934551016
detection,0,syn_flag_cnt_sum,-0.1053466934551016,0.1053466934551016
detection,0,down_up_ratio_mean,0.1038067285631896,0.1038067285631896
detection,0,fwd_iat_max_mean,0.1030383498067591,0.1030383498067591
detection,0,bwd_iat_min_min,-0.1016942832517886,0.1016942832517886
detection,0,fwd_iat_tot_max,0.101166681655826,0.101166681655826
detection,0,idle_mean_max,-0.1010000484456798,0.1010000484456798
detection,0,fwd_iat_tot_sum,-0.0986221607707009,0.0986221607707009
detection,0,fwd_psh_flags_max,0.09832514105257,0.09832514105257
detection,0,syn_flag_cnt_max,0.09832514105257,0.09832514105257
detection,0,byte_count_fwd_sum,-0.0940885722639322,0.0940885722639322
detection,0,duration_microsec_min,0.094041391323649,0.094041391323649
detection,0,packet_count_bwd_max,0.0924235845467317,0.0924235845467317
detection,0,fwd_iat_tot_min,0.0923063164468192,0.0923063164468192
detection,0,packet_count_bwd_min,-0.0920353459705162,0.0920353459705162
detection,0,fwd_iat_max_std,-0.0847068155955238,0.0847068155955238
detection,0,idle_min_max,-0.0842324761719376,0.0842324761719376
detection,0,flow_count,0.0831574672521934,0.0831574672521934
detection,0,ece_flag_cnt_mean,-0.0806552911177708,0.0806552911177708
detection,0,fwd_pkt_len_max_min,-0.0764861325992471,0.0764861325992471
detection,0,bwd_pkt_len_max_sum,0.0745385271533316,0.0745385271533316
detection,0,fwd_pkt_len_min_max,-0.0744833061732435,0.0744833061732435
detection,0,fwd_seg_size_avg_std,0.0738329056027676,0.0738329056027676
detection,0,fwd_pkt_len_mean_std,0.0738329056027676,0.0738329056027676
