fold_id,min_probability,max_probability,mean_probability,median_probability,std_probability,positive_probability_mean,negative_probability_mean,positive_probability_median,negative_probability_median,number_predicted_positive_at_threshold_0.38,number_predicted_negative_at_threshold_0.38
10,0.29571276903152466,0.4527808725833893,0.3121255338191986,0.29711923003196716,0.04294107109308243,0.4527808725833893,0.299338698387146,0.4527808725833893,0.29653146862983704,1,11
11,0.2982848584651947,0.3760550022125244,0.33424362540245056,0.31045106053352356,0.034567102789878845,0.3725855052471161,0.3035701513290405,0.3743460178375244,0.30147260427474976,0,9
13,0.2843326926231384,0.4341755211353302,0.31084999442100525,0.28658807277679443,0.05518684536218643,0.4341755211353302,0.2861848771572113,0.4341755211353302,0.2845747768878937,1,5
14,0.28308096528053284,0.3872891068458557,0.33643394708633423,0.33596548438072205,0.04710211232304573,0.38340944051742554,0.28945842385292053,0.38439854979515076,0.2901855707168579,7,9
