fold_id,completed,roc_auc,pr_auc,f1,precision,recall,fpr,validation_selected_threshold,fixed_038_f1
10,True,1.0,1.0,0.6666666666666666,0.5,1.0,0.09090909090909091,0.3,1.0
11,True,1.0,1.0,0.6666666666666666,0.5,1.0,0.8,0.3,0.0
13,True,1.0,1.0,0.2857142857142857,0.16666666666666666,1.0,1.0,0.1,1.0
14,True,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.1,0.9333333333333333
