feature,between_episode_variance,within_episode_variance
fwd_iat_std_sum,2.131980255163242,0.5357778060236573
fwd_iat_std_min,0.01573399916171475,0.5496624176037992
fwd_iat_std_max,1.2892589430428818,1.0367474598085793
fwd_iat_max_mean,1.2557292314133395,0.35665824258643225
fwd_iat_max_std,0.15521465300364387,0.11727038382339272
fwd_iat_max_sum,0.377430388421175,0.08107415046814716
fwd_iat_max_min,0.03017711879534215,0.49964661604658883
fwd_iat_max_max,0.3441120347499793,0.20409683669167797
fwd_iat_min_mean,0.08450125841497773,0.15461824795791634
fwd_iat_min_std,0.1022880972013099,0.06959142300870189
fwd_iat_min_sum,0.14342326947178283,0.023957759650862175
fwd_iat_min_min,0.03150150100848792,0.46776044148306845
fwd_iat_min_max,0.9093839305986254,0.2812972691837033
bwd_iat_tot_mean,0.2519906293937891,0.130980666884091
bwd_iat_tot_std,0.6393130557092633,0.1789572275065727
bwd_iat_tot_sum,1.2965704788491013,0.6970222215488975
bwd_iat_tot_min,0.03507810095601728,3.794231894119294
bwd_iat_tot_max,2540.918837279822,59.57450197784571
bwd_iat_mean_mean,0.3901555810952852,0.17617658453033302
bwd_iat_mean_std,0.44318716890120413,0.22131123219214832
bwd_iat_mean_sum,1.0300801860807596,0.46049468462690907
bwd_iat_mean_min,0.009352195601475918,0.8562560704155535
bwd_iat_mean_max,0.8755799251030125,0.5391021551565174
bwd_iat_std_mean,0.2689308101743005,0.1888066966607729
bwd_iat_std_std,0.4876838760628569,0.2199649925370087
bwd_iat_std_sum,0.9799449679784727,0.5813123411330481
bwd_iat_std_min,0.011420984716427567,1.0773005530325004
bwd_iat_std_max,2.80007012763651,1.2509975244352032
bwd_iat_max_mean,0.25635555250866515,0.1634913336762804
bwd_iat_max_std,0.5623621085584181,0.21980296180767953
bwd_iat_max_sum,1.0560424752914692,0.6320695471944616
bwd_iat_max_min,0.01040071272983601,1.1289516747729722
bwd_iat_max_max,5.7793074606471295,1.0937647818748673
bwd_iat_min_mean,0.2822917097849308,0.6328377463360189
bwd_iat_min_std,0.20896376746052933,0.21840047536897614
bwd_iat_min_sum,0.3031878033818777,0.3619880588534889
bwd_iat_min_min,0.0019577871791592247,0.538241173220233
bwd_iat_min_max,0.5181486107830101,0.38355042704144643
fwd_psh_flags_mean,0.2000302098460021,0.5060824848669933
fwd_psh_flags_std,0.6165457178921578,0.3543719953262179
fwd_psh_flags_sum,0.6570209381499618,0.6001214987464836
fwd_psh_flags_min,0.001957219251336898,0.5382352941176471
fwd_psh_flags_max,3.108338299475557,0.4766172017150801
bwd_psh_flags_mean,0.0,0.0
bwd_psh_flags_std,0.0,0.0
bwd_psh_flags_sum,0.0,0.0
bwd_psh_flags_min,0.0,0.0
bwd_psh_flags_max,0.0,0.0
fwd_urg_flags_mean,0.10536502634216396,0.49955770126308524
fwd_urg_flags_std,0.1129858361302263,0.38945035092006214
fwd_urg_flags_sum,0.045706641323969566,0.23862043717690612
fwd_urg_flags_min,0.0,0.0
fwd_urg_flags_max,0.10750864895159068,0.32545087909603637
bwd_urg_flags_mean,0.0,0.0
bwd_urg_flags_std,0.0,0.0
bwd_urg_flags_sum,0.0,0.0
bwd_urg_flags_min,0.0,0.0
bwd_urg_flags_max,0.0,0.0
fwd_header_len_mean,48592806.28810738,50904.914153213744
fwd_header_len_std,376336.4590003163,490.2423768869397
fwd_header_len_sum,27073.400278466244,867.6430930551338
fwd_header_len_min,3.6070603875053044,1.1463699522925517
fwd_header_len_max,1974.4870236326758,229.24411884423003
bwd_header_len_mean,4.109867948490937,3.9665050410403713
bwd_header_len_std,2.895109813711766,6.997233301469133
bwd_header_len_sum,4.718593680155554,1.608547339688942
bwd_header_len_min,0.07147656990610282,3.0667835200724567
bwd_header_len_max,11.908761575143213,11.948307409437088
fwd_pkts_per_sec_mean,0.3266866553757904,0.548021839632344
fwd_pkts_per_sec_std,0.4169822864892803,0.23390771552313053
fwd_pkts_per_sec_sum,0.7852989351379316,2.3058852712678
fwd_pkts_per_sec_min,0.0019625979577307046,0.5382221769046106
fwd_pkts_per_sec_max,1.6350197858820463,0.3432309377733626
bwd_pkts_per_sec_mean,3.5592479987074754,14.166780460511342
bwd_pkts_per_sec_std,0.277848418220715,0.4828188614187153
bwd_pkts_per_sec_sum,13.906382859926277,99.9247311752969
bwd_pkts_per_sec_min,0.001958916194880795,0.5382312843912894
bwd_pkts_per_sec_max,0.4419709552825078,0.5576285402034895
pkt_len_min_mean,14.604591442128148,11.237163780738301
pkt_len_min_std,7.115396784994225,3.7842362965262906
pkt_len_min_sum,0.9312587236598847,0.6026048605815384
pkt_len_min_min,0.11951300296017993,0.5039202267413571
pkt_len_min_max,0.3019525840586829,0.10907343145602856
pkt_len_max_mean,5.827088330083202,0.5115679898362527
pkt_len_max_std,11.452271691581963,1.0445792553822435
pkt_len_max_sum,29.444844397899693,8.699269800009448
pkt_len_max_min,0.48505298519631285,1.7150119952429077
pkt_len_max_max,0.11405360355156528,0.5160406329061888
pkt_len_mean_mean,3.489581799975131,1.86352749308693
pkt_len_mean_std,2.563730821441444,0.8657805079946843
pkt_len_mean_sum,18.403832887517115,5.472117216297937
pkt_len_mean_min,0.16727183305718674,0.5787351587027642
pkt_len_mean_max,0.7715291747614572,0.5927727523680335
pkt_len_std_mean,4.00089548237856,0.5349349676856351
pkt_len_std_std,4.143032716483839,0.6343335068049597
pkt_len_std_sum,39.1197254385299,11.684105265932999
pkt_len_std_min,0.1164060162393979,4.494427538580346
pkt_len_std_max,78.13601682589092,99.93696582020976
pkt_len_var_mean,1.838589572566939,1.5623392661826203
pkt_len_var_std,1.663010035118308,114.69339307609516
pkt_len_var_sum,37.604664354171554,11.315267704464377
pkt_len_var_min,0.1003754972394926,4.511146626990496
pkt_len_var_max,107.9837002624594,25808.97679120531
fin_flag_cnt_mean,0.14337226612050863,0.3760551591977319
fin_flag_cnt_std,0.3642230460686665,0.28238963683820834
fin_flag_cnt_sum,0.5490311844828618,0.5005984900293469
fin_flag_cnt_min,0.0,0.0
fin_flag_cnt_max,1.6091845648304914,0.3972877929103623
syn_flag_cnt_mean,0.2000302098460021,0.5060824848669933
syn_flag_cnt_std,0.6165457178921578,0.3543719953262179
syn_flag_cnt_sum,0.6570209381499618,0.6001214987464836
syn_flag_cnt_min,0.001957219251336898,0.5382352941176471
syn_flag_cnt_max,3.108338299475557,0.4766172017150801
rst_flag_cnt_mean,0.7975712173333918,0.10972021851674495
rst_flag_cnt_std,1.2558110487421106,0.09080855876962655
rst_flag_cnt_sum,232.7209076952784,67.34510592794359
rst_flag_cnt_min,0.0,0.0
rst_flag_cnt_max,3.736579382677649,0.10400451002208265
psh_flag_cnt_mean,3.7274074306071987,0.46477176853116076
psh_flag_cnt_std,57.206299507474675,4.118256234157875
psh_flag_cnt_sum,24.457819949626415,7.212424193701546
psh_flag_cnt_min,0.024564755907005655,1.234556648837024
psh_flag_cnt_max,8.808823160992722,0.4317245690227591
ack_flag_cnt_mean,1.3216875967044184,0.2713229872964402
ack_flag_cnt_std,7.630142013405752,0.7618164670832609
ack_flag_cnt_sum,52.38314050351293,14.741123492144922
ack_flag_cnt_min,0.001957219251336898,0.5382352941176471
ack_flag_cnt_max,3.736790458727344,0.5333532878607277
urg_flag_cnt_mean,1.7076514159435912,0.6152059865120547
urg_flag_cnt_std,2.2147057213280066,0.3455404490174493
urg_flag_cnt_sum,5.3421854326011236,1.000903424444556
urg_flag_cnt_min,0.0,0.0
urg_flag_cnt_max,3.105698548454415,0.15159013657404452
cwe_flag_cnt_mean,0.10536502634216396,0.49955770126308524
cwe_flag_cnt_std,0.1129858361302263,0.38945035092006214
cwe_flag_cnt_sum,0.045706641323969566,0.23862043717690612
cwe_flag_cnt_min,0.0,0.0
cwe_flag_cnt_max,0.10750864895159068,0.32545087909603637
ece_flag_cnt_mean,0.7966778181965201,0.10959673111835043
ece_flag_cnt_std,1.2550025911524008,0.09074997988341493
ece_flag_cnt_sum,232.7209103511945,67.34510307852918
ece_flag_cnt_min,0.0,0.0
ece_flag_cnt_max,3.736579382677649,0.10400451002208265
down_up_ratio_mean,2.043655664886846,3.5786275476055085
down_up_ratio_std,32.76867881412797,260.7471748566847
down_up_ratio_sum,11.084259529891595,4.164390994062692
down_up_ratio_min,0.012643375048317048,0.8105389007158038
down_up_ratio_max,2.390214132743605,2.4358752855614183
pkt_size_avg_mean,3.2234898869242476,1.786225905803514
pkt_size_avg_std,3.3178456178910367,1.1478334926071911
pkt_size_avg_sum,18.75776165086871,5.625218981273876
pkt_size_avg_min,0.1303161565914635,0.566077466482445
pkt_size_avg_max,0.7768444785003571,0.6241923130306791
fwd_seg_size_avg_mean,8.20976674924995,6.737141334225181
fwd_seg_size_avg_std,5.6036638641663945,2.6536605048851873
fwd_seg_size_avg_sum,30.044706630304404,28.842766112115775
fwd_seg_size_avg_min,0.14055280300889775,0.5391931437982903
fwd_seg_size_avg_max,9.835834167247494,7.533198751131469
bwd_seg_size_avg_mean,1.8787204728275513,0.31526585580379085
bwd_seg_size_avg_std,1.8032119485008826,0.41172865534239633
bwd_seg_size_avg_sum,16.377889646057824,3.2128202195852906
bwd_seg_size_avg_min,0.09195941371711372,3.9445486275768955
bwd_seg_size_avg_max,2.3944403975600217,1.8612994799082736
fwd_byts_b_avg_mean,0.0,0.0
fwd_byts_b_avg_std,0.0,0.0
fwd_byts_b_avg_sum,0.0,0.0
fwd_byts_b_avg_min,0.0,0.0
fwd_byts_b_avg_max,0.0,0.0
fwd_pkts_b_avg_mean,0.0,0.0
fwd_pkts_b_avg_std,0.0,0.0
fwd_pkts_b_avg_sum,0.0,0.0
fwd_pkts_b_avg_min,0.0,0.0
fwd_pkts_b_avg_max,0.0,0.0
fwd_blk_rate_avg_mean,0.0,0.0
fwd_blk_rate_avg_std,0.0,0.0
fwd_blk_rate_avg_sum,0.0,0.0
fwd_blk_rate_avg_min,0.0,0.0
fwd_blk_rate_avg_max,0.0,0.0
bwd_byts_b_avg_mean,0.0,0.0
bwd_byts_b_avg_std,0.0,0.0
bwd_byts_b_avg_sum,0.0,0.0
bwd_byts_b_avg_min,0.0,0.0
bwd_byts_b_avg_max,0.0,0.0
bwd_pkts_b_avg_mean,0.0,0.0
bwd_pkts_b_avg_std,0.0,0.0
bwd_pkts_b_avg_sum,0.0,0.0
bwd_pkts_b_avg_min,0.0,0.0
bwd_pkts_b_avg_max,0.0,0.0
bwd_blk_rate_avg_mean,0.0,0.0
bwd_blk_rate_avg_std,0.0,0.0
bwd_blk_rate_avg_sum,0.0,0.0
bwd_blk_rate_avg_min,0.0,0.0
bwd_blk_rate_avg_max,0.0,0.0
subflow_fwd_pkts_mean,380007101.66468745,397626.19569634896
subflow_fwd_pkts_std,2928204.941859173,2139.440315496857
subflow_fwd_pkts_sum,186207.70768156156,5827.357572473605
subflow_fwd_pkts_min,1.1212165294464127,0.1453316966107572
subflow_fwd_pkts_max,13667.024950264778,41.34044381257491
subflow_fwd_byts_mean,51620450.56432193,54225.58878610813
subflow_fwd_byts_std,2337068.836158567,6296.918338035278
subflow_fwd_byts_sum,49045.56327516438,1559.4260871511538
subflow_fwd_byts_min,0.21181906270323222,0.6028382038341451
subflow_fwd_byts_max,23072.016976476956,4417.50083882288
subflow_bwd_pkts_mean,2.2558784213589664,4.112019570066169
subflow_bwd_pkts_std,2.6901850946629176,6.699592787315743
subflow_bwd_pkts_sum,3.3599814424405396,1.6419422128566663
subflow_bwd_pkts_min,0.05258271386925642,2.5736930190049203
subflow_bwd_pkts_max,12.050835524158583,12.278986381958555
subflow_bwd_byts_mean,0.8712433519820884,4.45442480691938
subflow_bwd_byts_std,3.2855820346652393,8.079413004961822
subflow_bwd_byts_sum,3.29122524167313,4.962470099965633
subflow_bwd_byts_min,0.11296740710349315,6.315617982901419
subflow_bwd_byts_max,13.086916333319737,13.250479626803624
window_size_fwd_mean,1.965069915149122,0.4608395054482058
window_size_fwd_std,0.5150559669234274,0.14126629093898768
window_size_fwd_sum,356.3759627088291,103.93521851728599
window_size_fwd_min,0.024780853745406294,1.1285164732273922
window_size_fwd_max,1829.4487845503306,71.70064794289928
window_size_bwd_mean,0.328348921840376,0.2877209415032615
window_size_bwd_std,1.1662743991674926,0.13567094920842737
window_size_bwd_sum,1.6627712736717455,24.60606151430165
window_size_bwd_min,301.75821926776496,39737.537990447236
window_size_bwd_max,435.66987078085134,5.663357962797129
fwd_act_data_pkts_mean,3167314092.328582,3313748.0042381696
fwd_act_data_pkts_std,579276366.1759212,414620.3797132396
fwd_act_data_pkts_sum,1585812.7138980743,49441.39775465855
fwd_act_data_pkts_min,12.395361116377952,0.44912074437773886
fwd_act_data_pkts_max,4587004.086225598,709.6701525795894
fwd_seg_size_min_mean,4.788344930846695,0.40939346636112767
fwd_seg_size_min_std,9.501863105168187,1.9132795068516497
fwd_seg_size_min_sum,22.413804716048958,6.435202260949185
fwd_seg_size_min_min,2.0765160863955057,0.7858322657261333
fwd_seg_size_min_max,1.3870184285723428,0.3495780845100174
active_mean_mean,17.713379387646178,2.8993395548054868
active_mean_std,0.2355071679501797,0.23579467382328878
active_mean_sum,0.34005500447473713,0.29821357472910354
active_mean_min,0.002050748268268343,0.17391705298570379
active_mean_max,0.5101469033728192,0.36353370441785976
active_std_mean,20.588888723488928,5.69155658692795
active_std_std,0.2599154683664131,0.2217393222261247
active_std_sum,0.43602555868068266,0.42005633960665095
active_std_min,7.289120634403353e-05,0.1038699690402477
active_std_max,0.20046969890323774,0.1427959862614131
active_max_mean,16.074057913392966,2.335042397960774
active_max_std,0.21805639136434513,0.14075996277919858
active_max_sum,0.38857197413302247,0.2641820080952034
active_max_min,0.0008414609912225151,0.13126609014103122
active_max_max,0.20637718947294864,0.08137695612434162
active_min_mean,24.018494296352184,5.587701712669977
active_min_std,0.3080491434342162,0.5612736926551986
active_min_sum,0.32570080014352054,0.41791534598585706
active_min_min,0.005241255147538284,0.2860673642883674
active_min_max,3.142860681188792,4.99237836860736
idle_mean_mean,0.5146013331316424,0.28979979172751374
idle_mean_std,0.16215744078151814,0.10706303973753556
idle_mean_sum,0.3250166115491799,0.1381058965847617
idle_mean_min,0.02660088097050711,0.5467467565568283
idle_mean_max,0.7209878073848435,0.2668004392804796
idle_std_mean,131.62386481809688,30.151071986860796
idle_std_std,3.043700153173367,0.8784883260942928
idle_std_sum,0.7514554962688753,0.9042029984885394
idle_std_min,0.013788084568505873,0.5132843285600436
idle_std_max,0.2628163638574917,0.2870405773490468
idle_max_mean,1.81991173973308,0.476166475209202
idle_max_std,0.16519926793267553,0.11578224543343617
idle_max_sum,0.3196352067753772,0.14505596566650136
idle_max_min,0.025840456267787446,0.5018172498998905
idle_max_max,0.3726978733051443,0.21278018584516611
idle_min_mean,0.20310599186925554,0.24862108527377177
idle_min_std,0.2152377961503482,0.12027599939711175
idle_min_sum,0.3335468840849614,0.13713607072430523
idle_min_min,0.028311912523761168,0.6771002747028704
idle_min_max,0.9543286220346012,0.28520686964552794
duration_sec_mean,8.055578530208582,0.8857524946123705
duration_sec_std,4.877572765873036,2.6405850235555106
duration_sec_sum,0.7786904005702372,0.26793964863084774
duration_sec_min,8.923713613369387,0.3046545458633056
duration_sec_max,2892.7623028174007,6871.197420458007
flow_count,17.449138961306463,5.063287196303887
unique_dst_ports_count,0.8348103559208822,9.175774764212544
unique_protocols_count,4.289932270789845,0.48908133964283373
pkt_ttl_min,0.25790087153106933,0.00032219266814491386
pkt_ttl_max,0.17563025210084035,0.0
pkt_ttl_std,0.6608027780304353,0.0061355745122292265
pkt_ttl_mode,0.656273495602095,0.00605006232405448
pkt_frag_mf_count,0.0,0.0
pkt_frag_df_count,2.2335116362592866,0.03724810014247671
pkt_payload_size_p25,0.3319653361218074,0.0009984966140285224
pkt_payload_size_p50,0.26553261414590235,0.00037812889525340384
pkt_payload_size_p75,0.18170926803770923,0.00018177076138048168
pkt_payload_size_p95,0.19442576200518213,0.0013175691283496386
pkt_tcp_retrans_count,1613.4538843761522,59.28198716611024
pkt_port_scan_seq_score,46.59673665084305,1.5488159549579459
