attack_group,horizon,fold_count,threshold,f1_mean,precision_mean,recall_mean,fpr_mean,roc_auc_mean,pr_auc_mean,total_tp,total_fp,total_fn,total_tn
Botnet,5,10,0.15,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.18,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.2,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.22,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.25,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.28,0.5265601065601067,0.3819444444444444,0.925,1.0,0.2831666666666667,0.40815298233757985,50,65,3,0
Botnet,5,10,0.3,0.5065601065601066,0.36527777777777776,0.9,1.0,0.2831666666666667,0.40815298233757985,49,65,4,0
Botnet,5,10,0.35,0.445021645021645,0.3208333333333333,0.8,0.9400000000000001,0.2831666666666667,0.40815298233757985,45,62,8,3
Botnet,5,10,0.4,0.2952380952380952,0.2166666666666667,0.5,0.54,0.2831666666666667,0.40815298233757985,35,41,18,24
Botnet,5,10,0.45,0.06666666666666667,0.05,0.1,0.1,0.2831666666666667,0.40815298233757985,12,12,41,53
Botnet,5,10,0.5,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.55,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.6,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.65,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.7,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.75,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.8,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.85,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Botnet,5,10,0.9,0.0,0.0,0.0,0.0,0.2831666666666667,0.40815298233757985,0,0,53,65
Blended Total,1,37,0.02,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.05,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.08,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.1,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.12,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.15,0.41899241899241907,0.2836229086229085,0.972972972972973,1.0,0.8863808578987151,0.8865361022355069,151,261,0,0
Blended Total,1,37,0.18,0.42156642156642166,0.28542471042471035,0.972972972972973,0.9891891891891891,0.8863808578987151,0.8865361022355069,151,259,0,2
Blended Total,1,37,0.2,0.43366423366423373,0.2948841698841698,0.972972972972973,0.9567567567567568,0.8863808578987151,0.8865361022355069,151,253,0,8
Blended Total,1,37,0.22,0.4855459855459855,0.3531746031746031,0.972972972972973,0.8702702702702704,0.8863808578987151,0.8865361022355069,151,237,0,24
Blended Total,1,37,0.25,0.5453915453915453,0.4337194337194336,0.9549549549549549,0.754054054054054,0.8863808578987151,0.8865361022355069,149,215,2,46
Blended Total,1,37,0.28,0.5500079630514412,0.4517374517374518,0.9166666666666666,0.6828828828828829,0.8863808578987151,0.8865361022355069,145,192,6,69
Blended Total,1,37,0.3,0.552123552123552,0.4832689832689833,0.894144144144144,0.6315315315315315,0.8863808578987151,0.8865361022355069,135,174,16,87
Blended Total,1,37,0.35,0.6278586278586278,0.587087087087087,0.8027027027027027,0.3207207207207207,0.8863808578987151,0.8865361022355069,112,98,39,163
Blended Total,1,37,0.4,0.6569151569151568,0.6246246246246246,0.7702702702702703,0.190990990990991,0.8863808578987151,0.8865361022355069,110,71,41,190
Blended Total,1,37,0.45,0.5290694421129204,0.545045045045045,0.5382882882882882,0.031531531531531536,0.8863808578987151,0.8865361022355069,77,6,74,255
Blended Total,1,37,0.5,0.27927927927927926,0.2972972972972973,0.2702702702702703,0.0,0.8863808578987151,0.8865361022355069,18,0,133,261
Blended Total,1,37,0.55,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.0,0.8863808578987151,0.8865361022355069,3,0,148,261
Blended Total,1,37,0.6,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.8863808578987151,0.8865361022355069,1,0,150,261
Blended Total,1,37,0.65,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,1,37,0.7,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,1,37,0.75,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,1,37,0.8,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,1,37,0.85,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,1,37,0.9,0.0,0.0,0.0,0.0,0.8863808578987151,0.8865361022355069,0,0,151,261
Blended Total,2,37,0.02,0.4254274254274255,0.2873230373230372,0.972972972972973,1.0,0.873892809865032,0.876262105404928,152,260,0,0
Blended Total,2,37,0.05,0.4254274254274255,0.2873230373230372,0.972972972972973,1.0,0.873892809865032,0.876262105404928,152,260,0,0
Blended Total,2,37,0.08,0.4254274254274255,0.2873230373230372,0.972972972972973,1.0,0.873892809865032,0.876262105404928,152,260,0,0
Blended Total,2,37,0.1,0.4254274254274255,0.2873230373230372,0.972972972972973,1.0,0.873892809865032,0.876262105404928,152,260,0,0
Blended Total,2,37,0.12,0.4254274254274255,0.2873230373230372,0.972972972972973,1.0,0.873892809865032,0.876262105404928,152,260,0,0
Blended Total,2,37,0.15,0.4357234357234357,0.29633204633204624,0.972972972972973,0.9783783783783785,0.873892809865032,0.876262105404928,152,256,0,4
Blended Total,2,37,0.18,0.449022449022449,0.3143500643500643,0.9639639639639639,0.9246246246246248,0.873892809865032,0.876262105404928,151,243,1,17
Blended Total,2,37,0.2,0.4501081501081501,0.3165272415272415,0.9572072072072071,0.9162162162162162,0.873892809865032,0.876262105404928,150,241,2,19
Blended Total,2,37,0.22,0.4547998547998548,0.32946160446160444,0.9369369369369369,0.8915915915915915,0.873892809865032,0.876262105404928,147,236,5,24
Blended Total,2,37,0.25,0.4980645480645481,0.3736057486057485,0.9252252252252252,0.7699699699699699,0.873892809865032,0.876262105404928,145,213,7,47
Blended Total,2,37,0.28,0.5672434896572828,0.467458424811366,0.9225225225225225,0.6674174174174173,0.873892809865032,0.876262105404928,144,187,8,73
Blended Total,2,37,0.3,0.5713885213885214,0.4755577005577006,0.9135135135135134,0.6447447447447447,0.873892809865032,0.876262105404928,143,179,9,81
Blended Total,2,37,0.35,0.6195482766911338,0.5661238161238161,0.8342342342342343,0.4002320502320503,0.873892809865032,0.876262105404928,123,113,29,147
Blended Total,2,37,0.4,0.593060093060093,0.6216645216645217,0.6531531531531531,0.15472972972972973,0.873892809865032,0.876262105404928,111,41,41,219
Blended Total,2,37,0.45,0.4979209979209979,0.5096525096525096,0.4954954954954955,0.01418918918918919,0.873892809865032,0.876262105404928,53,3,99,257
Blended Total,2,37,0.5,0.3177408177408177,0.3474903474903475,0.3117117117117117,0.008783783783783784,0.873892809865032,0.876262105404928,24,2,128,258
Blended Total,2,37,0.55,0.1891891891891892,0.1891891891891892,0.1891891891891892,0.0,0.873892809865032,0.876262105404928,7,0,145,260
Blended Total,2,37,0.6,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.0,0.873892809865032,0.876262105404928,2,0,150,260
Blended Total,2,37,0.65,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,2,37,0.7,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,2,37,0.75,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,2,37,0.8,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,2,37,0.85,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,2,37,0.9,0.0,0.0,0.0,0.0,0.873892809865032,0.876262105404928,0,0,152,260
Blended Total,5,37,0.02,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.05,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.08,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.1,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.12,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.15,0.4498804498804498,0.3106499356499356,0.972972972972973,1.0,0.7442438271604939,0.785282753806253,163,249,0,0
Blended Total,5,37,0.18,0.4498804498804498,0.3106499356499356,0.972972972972973,0.9774774774774774,0.7442438271604939,0.785282753806253,163,244,0,5
Blended Total,5,37,0.2,0.4498804498804498,0.3106499356499356,0.972972972972973,0.9774774774774774,0.7442438271604939,0.785282753806253,163,244,0,5
Blended Total,5,37,0.22,0.4515184515184515,0.3125804375804375,0.972972972972973,0.9707207207207207,0.7442438271604939,0.785282753806253,163,241,0,8
Blended Total,5,37,0.25,0.4680648904786835,0.32792603527897646,0.972972972972973,0.9202702702702702,0.7442438271604939,0.785282753806253,163,229,0,20
Blended Total,5,37,0.28,0.49085149085149066,0.36260188760188755,0.9481981981981983,0.8382882882882884,0.7442438271604939,0.785282753806253,159,212,4,37
Blended Total,5,37,0.3,0.5115293115293115,0.37965465465465464,0.9414414414414415,0.7734234234234233,0.7442438271604939,0.785282753806253,158,200,5,49
Blended Total,5,37,0.35,0.6773001773001772,0.6083762333762334,0.9009009009009009,0.5063063063063064,0.7442438271604939,0.785282753806253,151,145,12,104
Blended Total,5,37,0.4,0.6343926343926344,0.6381381381381382,0.7117117117117118,0.22844272844272845,0.7442438271604939,0.785282753806253,126,85,37,164
Blended Total,5,37,0.45,0.5122265122265123,0.527027027027027,0.5180180180180181,0.031531531531531536,0.7442438271604939,0.785282753806253,62,13,101,236
Blended Total,5,37,0.5,0.277992277992278,0.2972972972972973,0.2747747747747748,0.0045045045045045045,0.7442438271604939,0.785282753806253,23,1,140,248
Blended Total,5,37,0.55,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.0045045045045045045,0.7442438271604939,0.785282753806253,18,1,145,248
Blended Total,5,37,0.6,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.0,0.7442438271604939,0.785282753806253,14,0,149,249
Blended Total,5,37,0.65,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.0,0.7442438271604939,0.785282753806253,13,0,150,249
Blended Total,5,37,0.7,0.0,0.0,0.0,0.0,0.7442438271604939,0.785282753806253,0,0,163,249
Blended Total,5,37,0.75,0.0,0.0,0.0,0.0,0.7442438271604939,0.785282753806253,0,0,163,249
Blended Total,5,37,0.8,0.0,0.0,0.0,0.0,0.7442438271604939,0.785282753806253,0,0,163,249
Blended Total,5,37,0.85,0.0,0.0,0.0,0.0,0.7442438271604939,0.785282753806253,0,0,163,249
Blended Total,5,37,0.9,0.0,0.0,0.0,0.0,0.7442438271604939,0.785282753806253,0,0,163,249
