attack_group,horizon,fold_count,threshold,f1_mean,precision_mean,recall_mean,fpr_mean,roc_auc_mean,pr_auc_mean,total_tp,total_fp,total_fn,total_tn
SSH-Bruteforce,2,9,0.12,0.5816035816035815,0.4210758377425044,1.0,1.0,0.9398148148148149,0.9400352733686067,83,96,0,0
SSH-Bruteforce,2,9,0.15,0.5816035816035815,0.4210758377425044,1.0,1.0,0.9398148148148149,0.9400352733686067,83,96,0,0
SSH-Bruteforce,2,9,0.18,0.5816035816035815,0.4210758377425044,1.0,1.0,0.9398148148148149,0.9400352733686067,83,96,0,0
SSH-Bruteforce,2,9,0.2,0.5816035816035815,0.4210758377425044,1.0,1.0,0.9398148148148149,0.9400352733686067,83,96,0,0
SSH-Bruteforce,2,9,0.22,0.5816035816035815,0.4210758377425044,1.0,1.0,0.9398148148148149,0.9400352733686067,83,96,0,0
SSH-Bruteforce,2,9,0.25,0.5868945868945867,0.4247795414462081,1.0,0.9777777777777779,0.9398148148148149,0.9400352733686067,83,95,0,1
SSH-Bruteforce,2,9,0.28,0.6788486098830925,0.5365442473285611,1.0,0.8240740740740741,0.9398148148148149,0.9400352733686067,83,84,0,12
SSH-Bruteforce,2,9,0.3,0.6980056980056979,0.5692239858906526,1.0,0.7777777777777778,0.9398148148148149,0.9400352733686067,83,79,0,17
SSH-Bruteforce,2,9,0.35,0.8014070585499157,0.7169040835707503,1.0,0.46885521885521886,0.9398148148148149,0.9400352733686067,83,56,0,40
SSH-Bruteforce,2,9,0.4,0.9200244200244201,0.9563492063492064,0.9259259259259258,0.05092592592592592,0.9398148148148149,0.9400352733686067,81,12,2,84
SSH-Bruteforce,2,9,0.45,0.7136752136752137,0.7619047619047619,0.7037037037037037,0.013888888888888888,0.9398148148148149,0.9400352733686067,40,1,43,95
SSH-Bruteforce,2,9,0.5,0.41737891737891736,0.5396825396825397,0.3925925925925926,0.013888888888888888,0.9398148148148149,0.9400352733686067,16,1,67,95
SSH-Bruteforce,2,9,0.55,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.9398148148148149,0.9400352733686067,1,0,82,96
SSH-Bruteforce,2,9,0.6,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.65,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.7,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.75,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.8,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.85,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,2,9,0.9,0.0,0.0,0.0,0.0,0.9398148148148149,0.9400352733686067,0,0,83,96
SSH-Bruteforce,5,9,0.02,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.05,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.08,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.1,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.12,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.15,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.18,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.2,0.6186406186406187,0.4567901234567901,1.0,1.0,0.8302469135802469,0.880220294109183,87,92,0,0
SSH-Bruteforce,5,9,0.22,0.6253746253746254,0.464726631393298,1.0,0.9722222222222222,0.8302469135802469,0.880220294109183,87,89,0,3
SSH-Bruteforce,5,9,0.25,0.6365205675550504,0.47966594045025424,1.0,0.9351851851851853,0.8302469135802469,0.880220294109183,87,85,0,7
SSH-Bruteforce,5,9,0.28,0.64333197666531,0.4901234567901235,1.0,0.9166666666666666,0.8302469135802469,0.880220294109183,87,83,0,9
SSH-Bruteforce,5,9,0.3,0.64333197666531,0.4901234567901235,1.0,0.9166666666666666,0.8302469135802469,0.880220294109183,87,83,0,9
SSH-Bruteforce,5,9,0.35,0.7635327635327636,0.6446208112874781,1.0,0.6851851851851852,0.8302469135802469,0.880220294109183,87,67,0,25
SSH-Bruteforce,5,9,0.4,0.7297517297517297,0.7716049382716049,0.7962962962962963,0.25396825396825395,0.8302469135802469,0.880220294109183,75,40,12,52
SSH-Bruteforce,5,9,0.45,0.5873015873015873,0.6666666666666666,0.5740740740740741,0.0,0.8302469135802469,0.880220294109183,36,0,51,92
SSH-Bruteforce,5,9,0.5,0.14285714285714285,0.2222222222222222,0.12962962962962965,0.0,0.8302469135802469,0.880220294109183,13,0,74,92
SSH-Bruteforce,5,9,0.55,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.8302469135802469,0.880220294109183,12,0,75,92
SSH-Bruteforce,5,9,0.6,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.8302469135802469,0.880220294109183,12,0,75,92
SSH-Bruteforce,5,9,0.65,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.8302469135802469,0.880220294109183,12,0,75,92
SSH-Bruteforce,5,9,0.7,0.0,0.0,0.0,0.0,0.8302469135802469,0.880220294109183,0,0,87,92
SSH-Bruteforce,5,9,0.75,0.0,0.0,0.0,0.0,0.8302469135802469,0.880220294109183,0,0,87,92
SSH-Bruteforce,5,9,0.8,0.0,0.0,0.0,0.0,0.8302469135802469,0.880220294109183,0,0,87,92
SSH-Bruteforce,5,9,0.85,0.0,0.0,0.0,0.0,0.8302469135802469,0.880220294109183,0,0,87,92
SSH-Bruteforce,5,9,0.9,0.0,0.0,0.0,0.0,0.8302469135802469,0.880220294109183,0,0,87,92
DDOS-LOIC-UDP,1,18,0.02,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.05,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.08,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.1,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.12,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.15,0.2786596119929453,0.16402116402116398,0.9444444444444444,1.0,0.9882352941176471,0.980392156862745,19,96,0,0
DDOS-LOIC-UDP,1,18,0.18,0.2839506172839506,0.1677248677248677,0.9444444444444444,0.9777777777777779,0.9882352941176471,0.980392156862745,19,94,0,2
DDOS-LOIC-UDP,1,18,0.2,0.3088183421516755,0.18716931216931215,0.9444444444444444,0.911111111111111,0.9882352941176471,0.980392156862745,19,88,0,8
DDOS-LOIC-UDP,1,18,0.22,0.4097883597883598,0.30092592592592593,0.9444444444444444,0.7555555555555555,0.9882352941176471,0.980392156862745,19,74,0,22
DDOS-LOIC-UDP,1,18,0.25,0.541005291005291,0.4629629629629629,0.9444444444444444,0.5611111111111111,0.9882352941176471,0.980392156862745,19,56,0,40
DDOS-LOIC-UDP,1,18,0.28,0.5687830687830688,0.5,0.9444444444444444,0.5203703703703704,0.9882352941176471,0.980392156862745,19,52,0,44
DDOS-LOIC-UDP,1,18,0.3,0.5992063492063493,0.537037037037037,0.9444444444444444,0.4759259259259259,0.9882352941176471,0.980392156862745,19,45,0,51
DDOS-LOIC-UDP,1,18,0.35,0.7698412698412699,0.7407407407407408,0.9166666666666666,0.2037037037037037,0.9882352941176471,0.980392156862745,18,19,1,77
DDOS-LOIC-UDP,1,18,0.4,0.8611111111111112,0.8425925925925926,0.9166666666666666,0.05925925925925927,0.9882352941176471,0.980392156862745,18,6,1,90
DDOS-LOIC-UDP,1,18,0.45,0.8148148148148148,0.8333333333333334,0.8055555555555556,0.009259259259259259,0.9882352941176471,0.980392156862745,16,1,3,95
DDOS-LOIC-UDP,1,18,0.5,0.4259259259259259,0.4444444444444444,0.4166666666666667,0.0,0.9882352941176471,0.980392156862745,9,0,10,96
DDOS-LOIC-UDP,1,18,0.55,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.9882352941176471,0.980392156862745,3,0,16,96
DDOS-LOIC-UDP,1,18,0.6,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.9882352941176471,0.980392156862745,1,0,18,96
DDOS-LOIC-UDP,1,18,0.65,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,1,18,0.7,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,1,18,0.75,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,1,18,0.8,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,1,18,0.85,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,1,18,0.9,0.0,0.0,0.0,0.0,0.9882352941176471,0.980392156862745,0,0,19,96
DDOS-LOIC-UDP,2,18,0.02,0.28500881834215164,0.1686507936507936,0.9444444444444444,1.0,0.9847494553376906,0.9779411764705882,20,95,0,0
DDOS-LOIC-UDP,2,18,0.05,0.28500881834215164,0.1686507936507936,0.9444444444444444,1.0,0.9847494553376906,0.9779411764705882,20,95,0,0
DDOS-LOIC-UDP,2,18,0.08,0.28500881834215164,0.1686507936507936,0.9444444444444444,1.0,0.9847494553376906,0.9779411764705882,20,95,0,0
DDOS-LOIC-UDP,2,18,0.1,0.28500881834215164,0.1686507936507936,0.9444444444444444,1.0,0.9847494553376906,0.9779411764705882,20,95,0,0
DDOS-LOIC-UDP,2,18,0.12,0.28500881834215164,0.1686507936507936,0.9444444444444444,1.0,0.9847494553376906,0.9779411764705882,20,95,0,0
DDOS-LOIC-UDP,2,18,0.15,0.30617283950617286,0.18716931216931215,0.9444444444444444,0.9555555555555555,0.9847494553376906,0.9779411764705882,20,91,0,4
DDOS-LOIC-UDP,2,18,0.18,0.33350970017636683,0.22420634920634916,0.9259259259259258,0.8450617283950617,0.9847494553376906,0.9779411764705882,19,78,1,17
DDOS-LOIC-UDP,2,18,0.2,0.3421516754850088,0.2325396825396825,0.9259259259259258,0.8277777777777778,0.9847494553376906,0.9779411764705882,19,76,1,19
DDOS-LOIC-UDP,2,18,0.22,0.3765432098765432,0.276984126984127,0.9259259259259258,0.7882716049382716,0.9847494553376906,0.9779411764705882,19,72,1,23
DDOS-LOIC-UDP,2,18,0.25,0.44656084656084655,0.3444444444444444,0.9074074074074073,0.6104938271604938,0.9847494553376906,0.9779411764705882,18,56,2,39
DDOS-LOIC-UDP,2,18,0.28,0.5380952380952381,0.4722222222222222,0.9074074074074073,0.504320987654321,0.9847494553376906,0.9779411764705882,18,46,2,49
DDOS-LOIC-UDP,2,18,0.3,0.5407407407407407,0.4740740740740741,0.9074074074074073,0.4932098765432098,0.9847494553376906,0.9779411764705882,18,45,2,50
DDOS-LOIC-UDP,2,18,0.35,0.6753968253968253,0.625,0.9074074074074073,0.2820987654320988,0.9847494553376906,0.9779411764705882,18,26,2,69
DDOS-LOIC-UDP,2,18,0.4,0.6455026455026455,0.6499999999999999,0.7407407407407407,0.13148148148148148,0.9847494553376906,0.9779411764705882,15,12,5,83
DDOS-LOIC-UDP,2,18,0.45,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9847494553376906,0.9779411764705882,13,0,7,95
DDOS-LOIC-UDP,2,18,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.9847494553376906,0.9779411764705882,8,0,12,95
DDOS-LOIC-UDP,2,18,0.55,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.9847494553376906,0.9779411764705882,6,0,14,95
DDOS-LOIC-UDP,2,18,0.6,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.9847494553376906,0.9779411764705882,2,0,18,95
DDOS-LOIC-UDP,2,18,0.65,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,2,18,0.7,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,2,18,0.75,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,2,18,0.8,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,2,18,0.85,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,2,18,0.9,0.0,0.0,0.0,0.0,0.9847494553376906,0.9779411764705882,0,0,20,95
DDOS-LOIC-UDP,5,18,0.02,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.05,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.08,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.1,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.12,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.15,0.2998236331569665,0.1825396825396825,0.9444444444444444,1.0,0.9699346405228757,0.9568627450980391,23,92,0,0
DDOS-LOIC-UDP,5,18,0.18,0.2998236331569665,0.1825396825396825,0.9444444444444444,0.9537037037037037,0.9699346405228757,0.9568627450980391,23,87,0,5
DDOS-LOIC-UDP,5,18,0.2,0.2998236331569665,0.1825396825396825,0.9444444444444444,0.9537037037037037,0.9699346405228757,0.9568627450980391,23,87,0,5
DDOS-LOIC-UDP,5,18,0.22,0.2998236331569665,0.1825396825396825,0.9444444444444444,0.9537037037037037,0.9699346405228757,0.9568627450980391,23,87,0,5
DDOS-LOIC-UDP,5,18,0.25,0.3282627865961199,0.20661375661375658,0.9444444444444444,0.8685185185185185,0.9699346405228757,0.9568627450980391,23,79,0,13
DDOS-LOIC-UDP,5,18,0.28,0.3947731281064614,0.2880952380952381,0.9351851851851853,0.7092592592592593,0.9699346405228757,0.9568627450980391,22,64,1,28
DDOS-LOIC-UDP,5,18,0.3,0.4483886483886484,0.33240740740740743,0.9351851851851853,0.5759259259259261,0.9699346405228757,0.9568627450980391,22,52,1,40
DDOS-LOIC-UDP,5,18,0.35,0.7632275132275131,0.75,0.9074074074074073,0.17592592592592593,0.9699346405228757,0.9568627450980391,19,16,4,76
DDOS-LOIC-UDP,5,18,0.4,0.7751322751322751,0.8055555555555556,0.7870370370370371,0.0425925925925926,0.9699346405228757,0.9568627450980391,16,4,7,88
DDOS-LOIC-UDP,5,18,0.45,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.009259259259259259,0.9699346405228757,0.9568627450980391,14,1,9,91
DDOS-LOIC-UDP,5,18,0.5,0.5,0.5,0.5,0.009259259259259259,0.9699346405228757,0.9568627450980391,10,1,13,91
DDOS-LOIC-UDP,5,18,0.55,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.009259259259259259,0.9699346405228757,0.9568627450980391,6,1,17,91
DDOS-LOIC-UDP,5,18,0.6,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.9699346405228757,0.9568627450980391,2,0,21,92
DDOS-LOIC-UDP,5,18,0.65,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.9699346405228757,0.9568627450980391,1,0,22,92
DDOS-LOIC-UDP,5,18,0.7,0.0,0.0,0.0,0.0,0.9699346405228757,0.9568627450980391,0,0,23,92
DDOS-LOIC-UDP,5,18,0.75,0.0,0.0,0.0,0.0,0.9699346405228757,0.9568627450980391,0,0,23,92
DDOS-LOIC-UDP,5,18,0.8,0.0,0.0,0.0,0.0,0.9699346405228757,0.9568627450980391,0,0,23,92
DDOS-LOIC-UDP,5,18,0.85,0.0,0.0,0.0,0.0,0.9699346405228757,0.9568627450980391,0,0,23,92
DDOS-LOIC-UDP,5,18,0.9,0.0,0.0,0.0,0.0,0.9699346405228757,0.9568627450980391,0,0,23,92
Botnet,1,10,0.02,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.05,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.08,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.1,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.12,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.15,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.18,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.2,0.53000333000333,0.37638888888888883,1.0,1.0,0.6309710884353742,0.6637521902700473,49,69,0,0
Botnet,1,10,0.22,0.5402197802197802,0.38730158730158726,1.0,0.9600000000000002,0.6309710884353742,0.6637521902700473,49,67,0,2
Botnet,1,10,0.25,0.5254578754578755,0.3936507936507937,0.9333333333333332,0.8800000000000001,0.6309710884353742,0.6637521902700473,47,63,2,6
Botnet,1,10,0.28,0.49253862079949035,0.3936507936507937,0.7916666666666666,0.6900000000000001,0.6309710884353742,0.6637521902700473,43,44,6,25
Botnet,1,10,0.3,0.41227106227106225,0.3936507936507937,0.7083333333333333,0.68,0.6309710884353742,0.6637521902700473,33,43,16,26
Botnet,1,10,0.35,0.2802197802197802,0.25555555555555554,0.42000000000000004,0.32,0.6309710884353742,0.6637521902700473,11,16,38,53
Botnet,1,10,0.4,0.1901098901098901,0.16111111111111112,0.3,0.2,0.6309710884353742,0.6637521902700473,9,10,40,59
Botnet,1,10,0.45,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.5,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.55,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.6,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.65,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.7,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.75,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.8,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.85,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,1,10,0.9,0.0,0.0,0.0,0.0,0.6309710884353742,0.6637521902700473,0,0,49,69
Botnet,2,10,0.02,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.05,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.08,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.1,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.12,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.15,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.18,0.5376223776223776,0.38055555555555554,1.0,1.0,0.6261067081067082,0.646011833425995,49,69,0,0
Botnet,2,10,0.2,0.5260839160839161,0.3736111111111111,0.975,1.0,0.6261067081067082,0.646011833425995,48,69,1,0
Botnet,2,10,0.22,0.4815384615384616,0.341468253968254,0.9,0.9800000000000001,0.6261067081067082,0.646011833425995,45,68,4,1
Botnet,2,10,0.25,0.5108241758241758,0.38003968253968257,0.89,0.8700000000000001,0.6261067081067082,0.646011833425995,44,62,5,7
Botnet,2,10,0.28,0.5192657342657342,0.3967063492063492,0.8800000000000001,0.82,0.6261067081067082,0.646011833425995,43,57,6,12
Botnet,2,10,0.3,0.5125990675990676,0.3939285714285714,0.8466666666666667,0.7977777777777778,0.6261067081067082,0.646011833425995,42,55,7,14
Botnet,2,10,0.35,0.35534798534798534,0.3244444444444444,0.5533333333333333,0.5511111111111111,0.6261067081067082,0.646011833425995,22,31,27,38
Botnet,2,10,0.4,0.20439560439560442,0.2694444444444445,0.25,0.29000000000000004,0.6261067081067082,0.646011833425995,15,17,34,52
Botnet,2,10,0.45,0.0,0.0,0.0,0.04,0.6261067081067082,0.646011833425995,0,2,49,67
Botnet,2,10,0.5,0.0,0.0,0.0,0.02,0.6261067081067082,0.646011833425995,0,1,49,68
Botnet,2,10,0.55,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.6,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.65,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.7,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.75,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.8,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.85,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,2,10,0.9,0.0,0.0,0.0,0.0,0.6261067081067082,0.646011833425995,0,0,49,69
Botnet,5,10,0.02,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.05,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.08,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.1,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
Botnet,5,10,0.12,0.5680985680985682,0.40972222222222215,1.0,1.0,0.2831666666666667,0.40815298233757985,53,65,0,0
